sentence1,sentence2,label,idx,label_ok,CosCls,EucCls,IcmCls,CosAvg,EucAvg,IcmAvg,CosSum,EucSum,IcmSum,CosF_ind,EucF_ind,IcmF_ind,CosF_joint,EucF_joint,IcmF_joint,CosF_inf,EucF_inf,IcmF_inf,model
People are playing cricket.,Men are playing cricket.,3.200000047683716,10,0.6400000095367432,1.0000001192092896,1.0,0.20002160025744256,0.9658806920051575,0.7988917830066609,0.33230899557137794,0.9658806920051575,0.9405810121965587,0.01521196892124144,0.9779868125915527,0.8961688464203369,0.1071975778624974,0.9857752919197083,0.8673500318042366,0.28065997075213567,0.9840835332870483,0.8844656352124183,0.16140818175688898,fasttext-wiki-news-subwords-300
A man is playing a guitar.,A man is playing a flute.,1.5829999446868896,11,0.31659998893737795,1.000000238418579,1.0,0.16185904706299978,0.989071249961853,0.8575673340712132,0.7368262614781373,0.989071249961853,0.9410840320039152,0.06981813425475604,0.9829850196838379,0.8765301107427081,0.24684534964425342,0.9783576726913452,0.8174337603356843,0.39141857603050867,0.9799131155014038,0.842398566689283,0.27280639490617636,fasttext-wiki-news-subwords-300
The cougar is chasing the bear.,A cougar is chasing a bear.,5.0,12,1.0,1.0000001192092896,1.0,0.14409579773424133,0.7263825535774231,0.3259509307325974,0.362961993916453,0.7263824939727783,0.721185744555982,0.03997376669895471,0.8199840188026428,0.611681731171978,0.17025023436464778,0.8933572769165039,0.5982407381242482,0.32848331446602563,0.8674255013465881,0.6028461198946675,0.21043397154128618,fasttext-wiki-news-subwords-300
The man cut down a tree with an axe.,A man chops down a tree with an axe.,5.0,13,1.0,1.000000238418579,1.0,0.16185904706299978,0.9449272155761719,0.7192386510503157,0.4814118689928548,0.9449270963668823,0.8340937616309368,0.10923653121519701,0.9841965436935425,0.8563094963144482,0.3634590279516181,0.9953007698059082,0.8953569970151668,0.6010258870483138,0.9925754070281982,0.8765254525898343,0.4187178417027211,fasttext-wiki-news-subwords-300
The man is playing the guitar.,A man is playing a guitar.,4.908999919891357,14,0.9817999839782715,1.000000238418579,1.0,0.16185904706299978,0.7178425788879395,0.32595086751464686,0.3385818401478351,0.7178425788879395,0.721185744555982,0.03802757864655246,0.8116077184677124,0.6109449339810613,0.15917686562317718,0.8895912170410156,0.603501146393128,0.3030030532990954,0.8622510433197021,0.6052051666070577,0.196219098878655,fasttext-wiki-news-subwords-300
A man is finding something.,A woman is slicing something.,0.800000011920929,15,0.1600000023841858,0.8119810223579407,0.7743344347617662,0.1240642780325551,0.9697522521018982,0.794913066467606,0.4751952132279613,0.9697521328926086,0.9272865656033701,0.0338196404372461,0.9719703197479248,0.8647105285821097,0.16811788301622005,0.9742218255996704,0.8081955715370921,0.3577130574056919,0.9722340106964111,0.8282579970248114,0.22741474308059906,fasttext-wiki-news-subwords-300
The girl sang into a microphone.,The lady sang into the microphone.,2.4000000953674316,16,0.48000001907348633,0.7427284717559814,0.7263491460687098,0.1280722388108212,0.8848039507865906,0.6347600297174941,0.30559893627288026,0.8848039507865906,0.8489218295250355,0.03539466335474595,0.895966112613678,0.7311894369698226,0.15605287105002075,0.921344518661499,0.6623594158547998,0.315005793744196,0.9071735739707947,0.6898525269818228,0.19400465377095227,fasttext-wiki-news-subwords-300
A man is climbing a rope.,A man climbs a rope.,5.0,17,1.0,1.000000238418579,1.0,0.16185904706299978,0.9667820930480957,0.7273894678388791,0.8336582419192838,0.9667820334434509,0.8941983489874873,0.06532211495610693,0.9780982136726379,0.8560408307464662,0.2401422677723613,0.9848566651344299,0.8423865630424797,0.38839990609663644,0.9820766448974609,0.8431242976223036,0.26177660912763995,fasttext-wiki-news-subwords-300
Kittens are eating food.,Kittens are eating from dishes.,4.0,18,0.8,1.0000001192092896,1.0,0.20002160025744256,0.9366707801818848,0.7232368387181118,0.3350630336954151,0.9366707801818848,0.9093067996007101,0.019995497253927227,0.930472731590271,0.8131683414429826,0.11274249281047646,0.9353491067886353,0.7242114183858408,0.2689587150143381,0.9319892525672913,0.7625387019972509,0.15855295678899672,fasttext-wiki-news-subwords-300
A man is speaking.,A man is spitting.,0.6359999775886536,19,0.12719999551773073,1.000000238418579,1.0,0.16185904706299978,0.9835894107818604,0.8285115738159341,0.6948429965936426,0.9835892915725708,0.9493324077595544,0.02997723252490878,0.9816901683807373,0.891991568052549,0.1648934255184034,0.9808226823806763,0.832824669864821,0.37043484322187037,0.9807712435722351,0.8592544260752405,0.22156815965558807,fasttext-wiki-news-subwords-300
A woman is cooking eggs.,A woman is cooking something.,3.0,20,0.6000000000000001,1.000000238418579,1.0,0.1286917650034186,0.9578874111175537,0.751108748024123,0.4925771434494639,0.9578874111175537,0.9117557627435021,0.034839054172887476,0.9503987431526184,0.8109338753684573,0.17480955847197238,0.9468545913696289,0.7059470805760888,0.37584483673119884,0.9483386874198914,0.7546528961191057,0.23412959189882077,fasttext-wiki-news-subwords-300
A man is playing a guitar.,A man is playing a trumpet.,1.7139999866485596,21,0.34279999732971195,1.000000238418579,1.0,0.16185904706299978,0.9903560876846313,0.8673355663177794,0.7179661937799128,0.9903561472892761,0.9451245675390927,0.06831258903804424,0.9847805500030518,0.8842118830174941,0.24331574557355296,0.9803730845451355,0.8277568566110979,0.3864868373067628,0.9818888902664185,0.8517885812452664,0.2687518849416799,fasttext-wiki-news-subwords-300
An animal is chewing on something.,An animal is chewing on a key chain.,3.200000047683716,22,0.6400000095367432,0.9999998807907104,1.0,0.11864749717173745,0.9411036968231201,0.7199307611719394,0.42885173945834265,0.9411036968231201,0.834254439278493,0.060452444783863926,0.9150499105453491,0.6902363607182422,0.24454288307202587,0.9046662449836731,0.5628495557103288,0.45067420991582086,0.9068257808685303,0.6055870091464697,0.3101599351432063,fasttext-wiki-news-subwords-300
A man is playing a flute.,A man is playing guitar.,2.1670000553131104,23,0.4334000110626221,1.000000238418579,1.0,0.16185904706299978,0.9675065279006958,0.7415943358486492,0.6086908936237136,0.9675066471099854,0.8678784149117942,0.04992918369911262,0.9611822962760925,0.8055270750067526,0.2079536274645949,0.9580202102661133,0.7458230101158527,0.3834102286897415,0.9584122896194458,0.7744658231340641,0.25401292202549214,fasttext-wiki-news-subwords-300
A man is playing soccer.,A man is playing flute.,1.0,24,0.2,1.000000238418579,1.0,0.16185904706299978,0.9708477258682251,0.7919030701924076,0.5297898638529368,0.970847487449646,0.9262193734477266,0.03702152156379013,0.9646422266960144,0.8425332247697264,0.18141563592438956,0.9619064331054688,0.7581917899357875,0.38401602801432144,0.9627991318702698,0.7941749549426351,0.24368924650021628,fasttext-wiki-news-subwords-300
A girl is riding a horse.,A girl is riding a bicycle.,1.9170000553131104,25,0.3834000110626221,1.0000001192092896,1.0,0.15852314249212462,0.9869559407234192,0.8413374054543942,0.7718809311901519,0.9869561195373535,0.9343706672098596,0.0726164275678129,0.9798982739448547,0.8647943978830097,0.25051967885501397,0.9748015403747559,0.8035299170374852,0.3893046829275776,0.9764098525047302,0.8283520948168251,0.2756653560463667,fasttext-wiki-news-subwords-300
A man is lifting weights in a garage.,A man is lifting weights.,4.25,26,0.8500000000000001,1.000000238418579,1.0,0.16185904706299978,0.9634619951248169,0.7740427190242789,0.4791046963409359,0.9634621143341064,0.8235743441264841,0.0550897262924524,0.9516207575798035,0.7535078310635449,0.22894396053107324,0.9421590566635132,0.679685210088038,0.4257905632779413,0.9466862678527832,0.7079694611437207,0.28801790468485094,fasttext-wiki-news-subwords-300
An animal is biting a persons finger.,A slow loris is biting a persons finger.,3.0,27,0.6000000000000001,0.30862241983413696,0.555919620108358,0.07219452267578436,0.8837584853172302,0.609792258228638,0.3693225530880613,0.8837584853172302,0.7930481612159394,0.06325345116703684,0.9388209581375122,0.7530297075437353,0.2605710260593835,0.9636770486831665,0.7412146856616639,0.46484719342561276,0.9528605341911316,0.7356866437785772,0.3265157134658425,fasttext-wiki-news-subwords-300
A woman is reading.,A woman is kneading dough.,1.0,28,0.2,1.000000238418579,1.0,0.1286917650034186,0.9352937936782837,0.6738176915687231,0.5552792819841942,0.9352937340736389,0.8907557411066349,0.030758246404335426,0.931189239025116,0.784480499653562,0.16030239290440437,0.9309256672859192,0.6810795543639125,0.34991695331296446,0.9298114776611328,0.7250784394811215,0.2133578947195322,fasttext-wiki-news-subwords-300
A man is crying.,A woman is dancing.,0.6000000238418579,29,0.12000000476837158,0.8119810223579407,0.7743344347617662,0.1240642780325551,0.9630023837089539,0.74028188378366,0.6880745323854152,0.9630023837089539,0.9232642674967095,0.02970156522204487,0.9628724455833435,0.8452842748486047,0.16212073526041101,0.9632017016410828,0.7678014898955059,0.36241105549510555,0.9625192880630493,0.8028683171118054,0.21636546079732416,fasttext-wiki-news-subwords-300
The lady cracked an egg into a bowl.,The man is cracking eggs into a bowl.,2.5999999046325684,30,0.5199999809265137,0.6787464618682861,0.6921114079554987,0.12144708774867594,0.932706356048584,0.7025772441171272,0.4007752769229119,0.9327064156532288,0.8418234428045253,0.07631468499651123,0.9608811140060425,0.7918304841910772,0.29296950451829384,0.976523756980896,0.7764517989894675,0.5227481940892267,0.9711363911628723,0.7811455473417908,0.34576376274648135,fasttext-wiki-news-subwords-300
A band is performing on a stage.,A band is playing onstage.,5.0,31,1.0,1.0,1.0,0.1536365286084068,0.954828143119812,0.7317937676204231,0.5243336157071319,0.9548279047012329,0.832464063225556,0.051612919485232764,0.9518547654151917,0.7625614878433552,0.21734842401634386,0.9514344334602356,0.7095963258349581,0.408419136079622,0.9511843323707581,0.7291454364515835,0.27300475408191627,fasttext-wiki-news-subwords-300
Elephants are walking down a trail.,A herd of elephants are walking along a trail.,4.599999904632568,32,0.9199999809265137,0.2592935562133789,0.4686431029464637,0.07918830430699991,0.9528304934501648,0.7600541828409793,0.36791368655078616,0.95283043384552,0.8057114216898118,0.061112630147764635,0.9739958047866821,0.7893717925130257,0.24147578756013843,0.984382688999176,0.8186692565787396,0.4256526920499165,0.978070855140686,0.7652817005736486,0.2985831684780196,fasttext-wiki-news-subwords-300
A man is playing a guitar.,A man plays the guitar.,5.0,33,1.0,1.000000238418579,1.0,0.16185904706299978,0.9378078579902649,0.656129277421355,0.5367188879476428,0.9378079175949097,0.8387200316687231,0.04500465584540203,0.945988118648529,0.777247031790086,0.19586201161235514,0.9525323510169983,0.733106890908698,0.37039234492471906,0.9486365914344788,0.7534358158275828,0.24375857617631053,fasttext-wiki-news-subwords-300
A man sitting on the floor plays a guitar.,A man sitting on the floor in a room is strumming a guitar.,4.800000190734863,34,0.9600000381469727,1.000000238418579,1.0,0.16185904706299978,0.9775028228759766,0.8267336321772287,0.4381374767220333,0.9775030016899109,0.7577907664728732,0.1462743358581143,0.9734737277030945,0.7617157290659484,0.37444856119720377,0.9762529134750366,0.7920599254982987,0.47291377733478934,0.9737072587013245,0.7536216555425819,0.41312426555107723,fasttext-wiki-news-subwords-300
A puppy plays with a plastic container.,The dog is playing with a plastic container.,3.799999952316284,35,0.7599999904632568,0.8071781396865845,0.7050155525533892,0.16388666331377402,0.8702152371406555,0.5988616849404473,0.31363250658574326,0.8702152371406555,0.8028770369063392,0.05672122057185974,0.946368932723999,0.7846556367607855,0.22678419055259508,0.9783618450164795,0.8159100901434017,0.3919405703018275,0.9663944244384766,0.7926241630638307,0.27244614370121145,fasttext-wiki-news-subwords-300
A man plays the violin.,A man is playing violin.,5.0,36,1.0,1.000000238418579,1.0,0.16185904706299978,0.9529411196708679,0.7411276293293865,0.46815266771752606,0.9529412388801575,0.9082169768957108,0.033406605326033345,0.9610540866851807,0.8371220498948942,0.17305489916817504,0.9670084714889526,0.7765756014131275,0.3804290426511371,0.9636382460594177,0.7982564158531796,0.23888926491796703,fasttext-wiki-news-subwords-300
A man plays the piano.,A man is playing a piano.,5.0,37,1.0,1.000000238418579,1.0,0.16185904706299978,0.9375017881393433,0.6551792380618591,0.5481180679913215,0.9375017881393433,0.8387200316687231,0.04578461878283317,0.9465553164482117,0.7766289825684949,0.20108086268205105,0.9536947011947632,0.7320605093609176,0.3854007476473208,0.9497917890548706,0.7529308928283402,0.2514175715208951,fasttext-wiki-news-subwords-300
A man is eating food.,A man is eating something.,4.199999809265137,38,0.8399999618530274,1.000000238418579,1.0,0.16185904706299978,0.9747505187988281,0.7988985789363352,0.550291774344017,0.9747503995895386,0.9286996263695554,0.03822391473573428,0.9703603982925415,0.8528956145261237,0.18479408004009404,0.968975305557251,0.7800129454047587,0.3854755664952263,0.9692673087120056,0.8107868038242658,0.24633106235888635,fasttext-wiki-news-subwords-300
A man is playing a basketball.,A man is playing a piano.,1.399999976158142,39,0.27999999523162844,1.000000238418579,1.0,0.16185904706299978,0.9861326217651367,0.8403154082627884,0.71480024734515,0.986132800579071,0.9339479264559296,0.0680598710288269,0.978361964225769,0.8611765189444799,0.24142105006461023,0.9723506569862366,0.7936352810380813,0.3807029481480808,0.9744080901145935,0.8224569023894429,0.2654843917784476,fasttext-wiki-news-subwords-300
A toddler walks down a hallway.,A little girl is walking down a hallway.,3.5999999046325684,40,0.7199999809265137,0.3410262167453766,0.6763045156490516,0.060595863669196455,0.9399245977401733,0.6839898074962834,0.5446006912796536,0.9399245977401733,0.8410106706215512,0.07233227074060232,0.9647113084793091,0.810226261171156,0.2475726001240265,0.9793850779533386,0.8166503940068407,0.3838212110540157,0.9721007943153381,0.7969233637996508,0.2755271966045561,fasttext-wiki-news-subwords-300
A plane is landing.,A animated airplane is landing.,2.799999952316284,41,0.5599999904632569,0.30805376172065735,0.6358566316834734,0.06110259580585973,0.9757915139198303,0.7646510128906459,0.5327364165692655,0.9757915139198303,0.9384250582596559,0.02965649769881203,0.9802184104919434,0.8882898981041819,0.16278684668457735,0.9828243851661682,0.8423943721184337,0.36795355829777143,0.9815654754638672,0.8625074702963267,0.2204639628750767,fasttext-wiki-news-subwords-300
A panda is climbing.,A man is climbing a rope.,1.600000023841858,42,0.3200000047683716,0.37420278787612915,0.5541669714661035,0.08738137844514372,0.9372841715812683,0.6563111238558499,0.6886183342805365,0.937283992767334,0.8245191938437972,0.044826271485271116,0.9379322528839111,0.7537376936235844,0.1989865881455187,0.9364135265350342,0.6849212041726715,0.3788275121961052,0.9367715120315552,0.7196664330521192,0.2435671368126438,fasttext-wiki-news-subwords-300
Kids are dancing on stage.,Some people are dancing on stage.,3.0,43,0.6000000000000001,0.48075371980667114,0.606906820088436,0.0879715767019894,0.9668130874633789,0.7937551506825136,0.38206018493696625,0.9668130278587341,0.9190450036678076,0.0344224525670304,0.9858901500701904,0.9065828593461913,0.15932995435991112,0.9933339953422546,0.9041132047976747,0.3415654421522091,0.9918192625045776,0.9114333570125565,0.20022898526415495,fasttext-wiki-news-subwords-300
A man plays a guitar.,A man plays the piano.,1.399999976158142,44,0.27999999523162844,1.000000238418579,1.0,0.16185904706299978,0.917225182056427,0.5775597011358748,0.5772170811127671,0.9172250628471375,0.8502240461742702,0.03980304452585487,0.9237591624259949,0.7605736581890494,0.17947647867090177,0.9300860166549683,0.6776025243366128,0.34467591039382994,0.9253050684928894,0.7144058596927684,0.21895812757252403,fasttext-wiki-news-subwords-300
A woman is slicing a meat.,A woman is singing on stage.,0.25,45,0.05,1.000000238418579,1.0,0.1286917650034186,0.8760086297988892,0.5305391694627966,0.5063905122403679,0.8760085701942444,0.8058118059952412,0.05142319836783117,0.8661155700683594,0.6578462520111017,0.20442721586021925,0.8684258460998535,0.5326504564794483,0.3721128308937399,0.8636904358863831,0.5816073305439844,0.24719069772031005,fasttext-wiki-news-subwords-300
A woman is taking a picture.,A man is playing a guitar.,0.25,46,0.05,0.8119810223579407,0.7743344347617662,0.1240642780325551,0.9700319170951843,0.7659871874915446,0.7063263168805916,0.9700319766998291,0.9032027375060092,0.06738341469771915,0.9655451774597168,0.8265275369240225,0.23469276101069475,0.962313711643219,0.7638636551268263,0.364454945561841,0.9629018306732178,0.7894874056337485,0.2555301237113741,fasttext-wiki-news-subwords-300
The man is riding a horse.,A woman is using a hoe.,0.0,47,0.0,0.8119810223579407,0.7743344347617662,0.1240642780325551,0.864986777305603,0.4969730929230538,0.5420678340499908,0.864986777305603,0.791927482066952,0.054271191547739364,0.8986396789550781,0.6965976465706557,0.21580496631285007,0.9100027084350586,0.6228957743583605,0.37075214067174667,0.9072431325912476,0.6604495009064069,0.24487566538235744,fasttext-wiki-news-subwords-300
A man is drilling a hole in a board.,Someone is drilling a hole in a piece of wood.,4.0,48,0.8,0.4233621656894684,0.5056163122432875,0.10780003324679124,0.9392300248146057,0.671143888354065,0.5445441450329018,0.9392299652099609,0.8080344262880047,0.13227690650136614,0.9257165789604187,0.6911075640910211,0.3472017589957372,0.9140363931655884,0.598760846823815,0.45323463302410116,0.9179844260215759,0.6249347205128475,0.3669739076382688,fasttext-wiki-news-subwords-300
A man is fitting silencer on a pistol.,A man is adding a silencer to a gun.,4.5,49,0.9,1.000000238418579,1.0,0.16185904706299978,0.966137170791626,0.7418599144585268,0.585326213224387,0.9661373496055603,0.8256575650168436,0.11274557436376817,0.9653198719024658,0.7774583393682695,0.33802025910031747,0.964341938495636,0.7402568531480931,0.48899521241291855,0.9642144441604614,0.7528658050979691,0.3708037473545039,fasttext-wiki-news-subwords-300
Two little girls are talking on the phone.,A little girl is walking down the street.,0.5,50,0.1,1.0,1.0,0.10186214723317799,0.8305076360702515,0.558116040594016,0.271621075808429,0.8305076360702515,0.7649955294765558,0.05927170027167829,0.8840104341506958,0.6882078197113408,0.19980874798874101,0.9122412800788879,0.642737614770907,0.3311507776778787,0.899891197681427,0.644489611384611,0.2364063416262545,fasttext-wiki-news-subwords-300
Someone is stirring chili in a kettle.,Someone is stirring a pot of chili with a spoon.,3.799999952316284,51,0.7599999904632568,1.0,1.0,0.2573475154710151,0.9561581611633301,0.7593375125456022,0.4223096032111977,0.9561581611633301,0.7915114505349835,0.08669117942286877,0.9552457928657532,0.746655033919603,0.28440172301896954,0.956031858921051,0.7200951176618234,0.437448302943948,0.9551957249641418,0.7103834050832422,0.32580234135656605,fasttext-wiki-news-subwords-300
The woman is cracking eggs into a bowl.,The lady broke raw eggs into a bowl.,4.800000190734863,52,0.9600000381469727,0.7750157117843628,0.7559034916785863,0.11952996968007751,0.9518274068832397,0.758067321680495,0.37307733825164147,0.9518274068832397,0.8713343814662181,0.07265970252686192,0.9765493273735046,0.846806761999084,0.2775826814587986,0.9886847734451294,0.8554308019598945,0.4924659232294576,0.9851402640342712,0.8544516309407346,0.324305215019018,fasttext-wiki-news-subwords-300
A woman puts flour on a piece of meat.,A woman is putting flour onto some meat.,5.0,53,1.0,1.000000238418579,1.0,0.1286917650034186,0.9453124403953552,0.7148279662557753,0.4324050741499297,0.9453120827674866,0.8186136589717719,0.09032418155248441,0.9468811750411987,0.742235131548558,0.28978302406779993,0.9544779658317566,0.7056463532342525,0.45712064554119014,0.9486783146858215,0.704950113651505,0.3460373715896328,fasttext-wiki-news-subwords-300
A man is talking on a phone.,A man is singing to a woman.,0.25,54,0.05,1.000000238418579,1.0,0.16185904706299978,0.9555473923683167,0.7250504984988265,0.6270787179514674,0.9555473923683167,0.8700224521348565,0.08220734657927395,0.9489396214485168,0.7711223023835714,0.2777464616322351,0.9465392827987671,0.6947201919779077,0.4373171341342823,0.946788489818573,0.722014166114407,0.3166881332129602,fasttext-wiki-news-subwords-300
A man is playing an electronic keyboard.,A man is playing a flute.,1.2000000476837158,55,0.24000000953674316,1.000000238418579,1.0,0.16185904706299978,0.8839445114135742,0.5422073697969414,0.4709415915159183,0.8839445114135742,0.8125552614256556,0.05668285746227909,0.872087299823761,0.6587417451860783,0.21961693737901233,0.8741099834442139,0.5261462753859034,0.39252680849430743,0.870261549949646,0.5772929125378692,0.2638581570080364,fasttext-wiki-news-subwords-300
A man is playing a guitar.,A man is eating a banana.,0.6000000238418579,56,0.12000000476837158,1.000000238418579,1.0,0.16185904706299978,0.9678937196731567,0.7553572313622735,0.7205995617844594,0.9678937196731567,0.8988057614793592,0.06852279979761354,0.959605872631073,0.809333292882951,0.2414199193994535,0.9544500112533569,0.7348951346721033,0.3817800019546238,0.9556221961975098,0.765019788204087,0.2669319480553651,fasttext-wiki-news-subwords-300
A man is jumping into water.,A man is cutting paper.,0.800000011920929,57,0.1600000023841858,1.000000238418579,1.0,0.16185904706299978,0.9353630542755127,0.7003250098051041,0.4450763660279299,0.9353630542755127,0.8805775375965971,0.038734206702467355,0.9278421998023987,0.7675108726713302,0.18338824756457323,0.926822304725647,0.6594470980296333,0.3820503824759861,0.9255834221839905,0.7000162664538276,0.24626831045092246,fasttext-wiki-news-subwords-300
A man is playing a guitar.,A guy is playing an instrument.,3.799999952316284,58,0.7599999904632568,0.6992257833480835,0.6769422209217446,0.1364165655353673,0.8885551691055298,0.5603450107002703,0.5505477694257088,0.8885552883148193,0.8181407111225392,0.05494812490216422,0.8758711218833923,0.6672542541406186,0.21549569613762992,0.8745185732841492,0.5279402157922994,0.38484965991556885,0.8739311695098877,0.5888670231370445,0.25690306178662053,fasttext-wiki-news-subwords-300
A young man is playing the piano.,A woman is peeling a prawn.,0.0,59,0.0,0.5884897708892822,0.7015895744584817,0.09107233936374376,0.8354025483131409,0.4658053473788446,0.43698310403866014,0.8354025483131409,0.776755719708849,0.053584814622333624,0.8324924111366272,0.6156827567848993,0.19831916315447912,0.8443357944488525,0.5014974725605347,0.345270588668688,0.8324881792068481,0.5365488973218042,0.23642520666525246,fasttext-wiki-news-subwords-300
A woman is mixing ingrediants.,A woman is mixing food in a bowl.,3.5,60,0.7000000000000001,1.000000238418579,1.0,0.1286917650034186,0.9372138381004333,0.6937609319640831,0.47012063437597174,0.9372138381004333,0.7782803268936158,0.05429936573740614,0.9283372759819031,0.6922238576355316,0.2216891140627023,0.9230040311813354,0.6193003095649302,0.4128678042060754,0.9251665472984314,0.6427802366475918,0.277186004482749,fasttext-wiki-news-subwords-300
Someone is shredding cabbage leaves with a knife.,Someone is chopping some cabbage leaves.,4.5,61,0.9,1.0,1.0,0.2573475154710151,0.9223232269287109,0.7264002017411235,0.23485607872152578,0.9223231673240662,0.8453624303772531,0.04054181202776001,0.9015787839889526,0.7182629953377673,0.15831062646627161,0.8991285562515259,0.6202387146212498,0.2954922239907505,0.8992202877998352,0.6553919705847289,0.20467705625142862,fasttext-wiki-news-subwords-300
A slow lori walks around.,A animal is walking around.,2.799999952316284,62,0.5599999904632569,0.30862241983413696,0.555919620108358,0.07219452267578436,0.9021808505058289,0.6428409590618254,0.3871038813887071,0.9021812081336975,0.8733695021661672,0.028653239401293062,0.9186033606529236,0.7698371350168521,0.15621879616176923,0.9289875626564026,0.6767826233065213,0.3509429694448911,0.9230285286903381,0.7122902071236219,0.21697387803831225,fasttext-wiki-news-subwords-300
A little boy is vacuuming the floor.,A boy is vacuuming.,3.799999952316284,63,0.7599999904632568,0.44425714015960693,0.5973475834203632,0.08312690218959914,0.9245548844337463,0.620316182050502,0.49103666927594347,0.9245548844337463,0.8494432212441999,0.03950219560929012,0.9249703288078308,0.7537495547195809,0.1848594757174672,0.9307589530944824,0.6692762486071795,0.38064565488299607,0.9258260726928711,0.6950588605658644,0.24326508570009653,fasttext-wiki-news-subwords-300
