sentence1,sentence2,label,idx,label_ok,CosCls,EucCls,IcmCls,CosAvg,EucAvg,IcmAvg,CosSum,EucSum,IcmSum,CosF_ind,EucF_ind,IcmF_ind,CosF_joint,EucF_joint,IcmF_joint,CosF_inf,EucF_inf,IcmF_inf,model
A woman is cooking eggs.,A woman is cooking something.,3.0,20,0.6000000000000001,1.0000001192092896,1.0,0.7112755250540708,0.9714412093162537,0.6370064555043603,0.5576548754311487,0.9714412689208984,0.9168849822596574,0.024771895724799008,0.9510582089424133,0.718926862629184,0.1138253190111,0.9350693821907043,0.7001248171079764,0.2519562830071022,0.9379554986953735,0.7132563344695788,0.121708712386662,glove-twitter-200
A man is playing a guitar.,A man is playing a trumpet.,1.7139999866485596,21,0.34279999732971195,0.9999998211860657,1.0,0.7783884833913426,0.9855867624282837,0.7302549859875485,0.6458150187859303,0.9855865836143494,0.92794222640908,0.041747726679171385,0.9655306935310364,0.7403385016769197,0.16022126053533264,0.9415246844291687,0.7190408796491581,0.28821061267435927,0.9481533169746399,0.7290043743309158,0.14947872420634736,glove-twitter-200
An animal is chewing on something.,An animal is chewing on a key chain.,3.200000047683716,22,0.6400000095367432,1.0,1.0,0.719182805198646,0.9661819934844971,0.6137850275070962,0.5016099796563981,0.9661819338798523,0.8620594258071401,0.04723680099718811,0.9304825663566589,0.5909701728499157,0.18152387648975954,0.8996472358703613,0.6147494713099962,0.3026417638370003,0.9083918333053589,0.5920100674416839,0.1925045235420134,glove-twitter-200
A man is playing a flute.,A man is playing guitar.,2.1670000553131104,23,0.4334000110626221,0.9999998211860657,1.0,0.7783884833913426,0.9737299680709839,0.6522984995461695,0.6081866332984797,0.9737299084663391,0.9002164975106088,0.032738435219310316,0.9502654671669006,0.6933898518485371,0.13484635419547525,0.9289101958274841,0.6919365470721218,0.26398452632566455,0.9332547187805176,0.6962014371300744,0.13017046946605285,glove-twitter-200
A man is playing soccer.,A man is playing flute.,1.0,24,0.2,0.9999998211860657,1.0,0.7783884833913426,0.9702457189559937,0.6274978787440009,0.5689225563666332,0.9702457189559937,0.9147077934660608,0.025186938667629326,0.9433000087738037,0.6977075669040733,0.11168301711258834,0.9171237349510193,0.672427405575067,0.23507936420342396,0.9225455522537231,0.6858057170027341,0.11193484268586126,glove-twitter-200
A girl is riding a horse.,A girl is riding a bicycle.,1.9170000553131104,25,0.3834000110626221,1.0000001192092896,1.0,0.7547307041868623,0.9857412576675415,0.7403162212730932,0.6229678504700361,0.985741138458252,0.9306299216275186,0.04060226071659402,0.9671926498413086,0.7498002720676671,0.15534886632441314,0.9471182227134705,0.7344534756611842,0.2732722259318327,0.9521268606185913,0.7410672201166575,0.14617060606462698,glove-twitter-200
A man is lifting weights in a garage.,A man is lifting weights.,4.25,26,0.8500000000000001,0.9999998211860657,1.0,0.7783884833913426,0.9737089276313782,0.6792619154350423,0.4575871133062721,0.9737089276313782,0.8098943190503575,0.036628053052051274,0.9386742115020752,0.5899436384997534,0.15385874391124754,0.8980685472488403,0.6155834582440853,0.30639696265679234,0.9090349674224854,0.5989721732965494,0.16575964390562067,glove-twitter-200
An animal is biting a persons finger.,A slow loris is biting a persons finger.,3.0,27,0.6000000000000001,0.20494134724140167,0.22905533630200936,0.25710518114494124,0.9544180035591125,0.5960379661196017,0.3201345474738917,0.9544180035591125,0.8733939746603679,0.04204419865035389,0.9816752672195435,0.7972598461135658,0.19729201107651761,0.9928251504898071,0.8891744916671713,0.5090190440977644,0.9898006319999695,0.8552908398273876,0.26412303766839396,glove-twitter-200
A woman is reading.,A woman is kneading dough.,1.0,28,0.2,1.0000001192092896,1.0,0.7112755250540708,0.8959486484527588,0.3028815324763232,0.3800658684312844,0.8959487080574036,0.8677268030858594,0.013525748631341832,0.8455851078033447,0.5227654514494051,0.07310593356733643,0.8096031546592712,0.45870689503882867,0.22566841968754653,0.811632513999939,0.49235929267032497,0.08558237536897303,glove-twitter-200
A man is crying.,A woman is dancing.,0.6000000238418579,29,0.12000000476837158,0.6613607406616211,0.47900329020713395,0.5398933467102289,0.9523239731788635,0.5154956630564831,0.6379573467284948,0.9523239135742188,0.9075521050822681,0.01620179123300556,0.9493622779846191,0.7361308688265644,0.08209832176673855,0.9468860030174255,0.7509358161630039,0.2009180366166145,0.9460940361022949,0.7552748243013873,0.08544464533075113,glove-twitter-200
The lady cracked an egg into a bowl.,The man is cracking eggs into a bowl.,2.5999999046325684,30,0.5199999809265137,0.5443807244300842,0.41517840335474254,0.44375452148741845,0.9665123820304871,0.6204899348398939,0.51428691144833,0.9665123224258423,0.8696547658004079,0.0646403025692451,0.9842454791069031,0.8012049082483097,0.23320982381235433,0.994239091873169,0.9080079740332692,0.3950507051632259,0.9912135004997253,0.8741515784692309,0.24425725399630546,glove-twitter-200
A band is performing on a stage.,A band is playing onstage.,5.0,31,1.0,1.0,1.0,0.730410413014771,0.9610828757286072,0.5671595073336198,0.5338220885753412,0.9610828161239624,0.8150722025893552,0.0351914423490236,0.9425745606422424,0.6290035870066982,0.14357727916240243,0.9295430183410645,0.6941236904660582,0.262892061372286,0.9317641258239746,0.6794370443749589,0.15115884552398465,glove-twitter-200
Elephants are walking down a trail.,A herd of elephants are walking along a trail.,4.599999904632568,32,0.9199999809265137,0.22835536301136017,0.20152170575725215,0.27588593076895,0.9744163155555725,0.6941814552668497,0.4068855079928291,0.9744164943695068,0.8215183142984257,0.046811869716376645,0.9861787557601929,0.7410907505236448,0.19093094067026262,0.9923240542411804,0.8949672603074869,0.35607303088664594,0.9896435737609863,0.8135689928320561,0.22966509588592457,glove-twitter-200
A man is playing a guitar.,A man plays the guitar.,5.0,33,1.0,0.9999998211860657,1.0,0.7783884833913426,0.974568784236908,0.6460857613373578,0.6268553639823288,0.974568784236908,0.8840412348901001,0.03354069122402221,0.9764465689659119,0.7722608691641466,0.14125620747181966,0.9812034368515015,0.8447643059141486,0.2834159718045078,0.9791821241378784,0.8285059423592159,0.14231017915499586,glove-twitter-200
A man sitting on the floor plays a guitar.,A man sitting on the floor in a room is strumming a guitar.,4.800000190734863,34,0.9600000381469727,0.9999998211860657,1.0,0.7783884833913426,0.9873870611190796,0.76058613370681,0.611816212683557,0.9873871803283691,0.7402102280576759,0.13297716319411343,0.9782809019088745,0.6327122312296469,0.3440285315034001,0.9783914685249329,0.8083260897929863,0.40190873254566956,0.9760785698890686,0.7270620602075177,0.30510222418068367,glove-twitter-200
A puppy plays with a plastic container.,The dog is playing with a plastic container.,3.799999952316284,35,0.7599999904632568,0.7890411019325256,0.5957472366575044,0.6017459843576423,0.9605479836463928,0.5838533355550399,0.4435860924530597,0.9605479836463928,0.8389737359332261,0.051138712439311035,0.9854075908660889,0.7947806658062246,0.20144775038927815,0.9960911273956299,0.9239382655444087,0.3918494646204332,0.9937392473220825,0.8984431946674644,0.2143625069006452,glove-twitter-200
A man plays the violin.,A man is playing violin.,5.0,36,1.0,0.9999998211860657,1.0,0.7783884833913426,0.9752491116523743,0.6770647908023499,0.5166140323239349,0.9752491116523743,0.9260571890206941,0.023260187103590187,0.9763990044593811,0.806650223765941,0.11462442991091461,0.9802521467208862,0.8387140508312365,0.3060748703629102,0.9784232974052429,0.8329948490621518,0.13236548409125484,glove-twitter-200
A man plays the piano.,A man is playing a piano.,5.0,37,1.0,0.9999998211860657,1.0,0.7783884833913426,0.9748453497886658,0.6490214260163247,0.60973505430901,0.9748454689979553,0.8840412348901001,0.03280497660719336,0.9762700796127319,0.7724088312277627,0.13846876290904558,0.9804874062538147,0.8432440295157708,0.27358898374454826,0.9786090850830078,0.8276912369486891,0.13999384072091955,glove-twitter-200
A man is eating food.,A man is eating something.,4.199999809265137,38,0.8399999618530274,0.9999998211860657,1.0,0.7783884833913426,0.9804770350456238,0.6871628991870938,0.7098285282218842,0.9804769158363342,0.9283693609173355,0.03037710456361864,0.9669016599655151,0.7631525050951353,0.12750455383235582,0.9582329988479614,0.7775875531941533,0.21103538600489663,0.9587088227272034,0.7731332424478546,0.11655862213182852,glove-twitter-200
A man is playing a basketball.,A man is playing a piano.,1.399999976158142,39,0.27999999523162844,0.9999998211860657,1.0,0.7783884833913426,0.9775786995887756,0.6656119623947617,0.6936747232989885,0.9775785207748413,0.9106739647503619,0.04414719870339124,0.9488584995269775,0.6818716025888626,0.15944645472919977,0.9190258383750916,0.679380025086893,0.23553886537425056,0.9262732863426208,0.6796947329193397,0.13777023091227789,glove-twitter-200
A toddler walks down a hallway.,A little girl is walking down a hallway.,3.5999999046325684,40,0.7199999809265137,0.4665971100330353,0.36566301223715003,0.40354887043534493,0.9599224925041199,0.551713805726303,0.5021673404787617,0.9599224925041199,0.7922523442668961,0.047272746442011467,0.980014979839325,0.7406767217082599,0.18316492360543185,0.9910677671432495,0.8842039264185322,0.3503575022119702,0.9878334403038025,0.8618805337965667,0.19342548388347688,glove-twitter-200
A plane is landing.,A animated airplane is landing.,2.799999952316284,41,0.5599999904632569,0.162142813205719,0.23137355790198966,0.22757187819662728,0.9486818313598633,0.5441069645316834,0.36043165330605986,0.9486818313598633,0.9096040662950112,0.0129230677940098,0.9651505351066589,0.7735101684848998,0.0876348321564376,0.9752222895622253,0.8031977083151681,0.3522712933173667,0.9718140363693237,0.7905521558426657,0.13925211457781425,glove-twitter-200
A panda is climbing.,A man is climbing a rope.,1.600000023841858,42,0.3200000047683716,0.29736024141311646,0.2887247443208728,0.2994057139434483,0.9471474885940552,0.541618493565619,0.4312365438241782,0.9471474885940552,0.8397422777199384,0.01927888388841502,0.945244550704956,0.6579419342986612,0.1037909200724512,0.9361786842346191,0.6983722861348614,0.31930797063460087,0.9391123056411743,0.6989790257106591,0.13319016712444678,glove-twitter-200
Kids are dancing on stage.,Some people are dancing on stage.,3.0,43,0.6000000000000001,0.7798128724098206,0.5320044803478932,0.7206426899539451,0.9772405624389648,0.6626638663100346,0.6448872857793134,0.9772403836250305,0.8872887078344424,0.03431557613103403,0.9917402863502502,0.8479479052830823,0.13799015114865043,0.9973921775817871,0.9450094720952189,0.22978880053271228,0.9966898560523987,0.9369720512987892,0.11731210007244455,glove-twitter-200
A man plays a guitar.,A man plays the piano.,1.399999976158142,44,0.27999999523162844,0.9999998211860657,1.0,0.7783884833913426,0.9709270000457764,0.6436531811630446,0.5586216522639842,0.9709270000457764,0.9184068951475446,0.024807507104150035,0.9631046056747437,0.757950525960853,0.11309053242671306,0.9602969288825989,0.7768538867793544,0.2569373088094357,0.9601290822029114,0.7750020303449214,0.12241112015253783,glove-twitter-200
A woman is slicing a meat.,A woman is singing on stage.,0.25,45,0.05,1.0000001192092896,1.0,0.7112755250540708,0.9162968993186951,0.39031932407111625,0.4792701089989354,0.9162967801094055,0.8371342363144783,0.03339790273273318,0.8776612281799316,0.5188990562615994,0.13038459950693687,0.8586567640304565,0.5567057009731975,0.2302639832386923,0.858327329158783,0.5442350775845552,0.12881515548836717,glove-twitter-200
A woman is taking a picture.,A man is playing a guitar.,0.25,46,0.05,0.6613607406616211,0.47900329020713395,0.5398933467102289,0.937276303768158,0.4412367786609428,0.6542096454847789,0.9372761845588684,0.8507359644108676,0.04216860017804554,0.9167640805244446,0.5960886887209875,0.14868968077709388,0.9003933072090149,0.6479399038296461,0.20043641574370946,0.9024712443351746,0.6346920787155282,0.12461636938476231,glove-twitter-200
The man is riding a horse.,A woman is using a hoe.,0.0,47,0.0,0.6613607406616211,0.47900329020713395,0.5398933467102289,0.9325494170188904,0.4286965222990783,0.6188125398430683,0.9325493574142456,0.8473860507696094,0.04039393303383896,0.9237831234931946,0.6137440638532726,0.15014325920837385,0.9102324843406677,0.6615532855776447,0.23207917841632125,0.9119589924812317,0.6503808608355555,0.13240950833050727,glove-twitter-200
A man is drilling a hole in a board.,Someone is drilling a hole in a piece of wood.,4.0,48,0.8,0.6352044939994812,0.4090989381221356,0.5930307559412228,0.9681450724601746,0.62857294267141,0.5488545738550025,0.9681451320648193,0.8427761268414949,0.09525328742222551,0.9479507207870483,0.6037217745987482,0.2817457576036387,0.9166467785835266,0.6576438547690451,0.3051797812126931,0.9295147657394409,0.6210946994186485,0.2652488187257719,glove-twitter-200
A man is fitting silencer on a pistol.,A man is adding a silencer to a gun.,4.5,49,0.9,0.9999998211860657,1.0,0.7783884833913426,0.9661511778831482,0.6142141299872257,0.44792737140909034,0.9661510586738586,0.8341888502887223,0.06682269439533468,0.9505710601806641,0.6301286482425316,0.23395453965348517,0.935161292552948,0.68206885778473,0.39204739226647384,0.9400089979171753,0.6646371283745778,0.24062636000698215,glove-twitter-200
Two little girls are talking on the phone.,A little girl is walking down the street.,0.5,50,0.1,1.0,1.0,0.7762144258962722,0.9399591684341431,0.4364704968378075,0.7137653566714744,0.9399592280387878,0.8064520853593484,0.08117250793897408,0.9295242428779602,0.5777885954541029,0.22123656481173942,0.9132261872291565,0.6874085106344606,0.14911797113125952,0.9151199460029602,0.6559006250039101,0.13468218253663347,glove-twitter-200
Someone is stirring chili in a kettle.,Someone is stirring a pot of chili with a spoon.,3.799999952316284,51,0.7599999904632568,0.9999999403953552,1.0,0.9349192192110689,0.9669934511184692,0.6408549694258165,0.4229819715472538,0.9669932723045349,0.7777974271011019,0.06286948831348613,0.9485167860984802,0.5902616673889354,0.23241932546349797,0.9244678020477295,0.6476868221254937,0.42115829980887837,0.9349120259284973,0.630224788693623,0.26223783848391213,glove-twitter-200
The woman is cracking eggs into a bowl.,The lady broke raw eggs into a bowl.,4.800000190734863,52,0.9600000381469727,0.6945761442184448,0.5365646809613064,0.5062688288072446,0.9709669351577759,0.6506866953570485,0.49740025254689546,0.9709669351577759,0.8800260429758883,0.06324078204205932,0.9869194030761719,0.819787996442041,0.2314998978743566,0.995618462562561,0.9195211019226649,0.408633765794203,0.9930514693260193,0.8870341022399072,0.24885421260025156,glove-twitter-200
A woman puts flour on a piece of meat.,A woman is putting flour onto some meat.,5.0,53,1.0,1.0000001192092896,1.0,0.7112755250540708,0.963640570640564,0.6265545742418712,0.4295056235353464,0.9636406302452087,0.8497986320340863,0.06512630992681219,0.9593589305877686,0.6719747044978505,0.22590564669815788,0.9669889211654663,0.7842295519382132,0.3472854848767459,0.9604631662368774,0.7252296739159817,0.24288905675701614,glove-twitter-200
A man is talking on a phone.,A man is singing to a woman.,0.25,54,0.05,0.9999998211860657,1.0,0.7783884833913426,0.9626655578613281,0.5532866312258181,0.7588238367048427,0.9626655578613281,0.8636207619070031,0.06498848787554523,0.9383098483085632,0.6186423907803957,0.20414149298786716,0.9196357727050781,0.6831424694267798,0.22519604218286965,0.9230674505233765,0.6594284968589266,0.160310564264229,glove-twitter-200
A man is playing an electronic keyboard.,A man is playing a flute.,1.2000000476837158,55,0.24000000953674316,0.9999998211860657,1.0,0.7783884833913426,0.9502159357070923,0.5328949482877103,0.5163248087192619,0.9502159357070923,0.864525500451603,0.04172049366186655,0.904870867729187,0.5572194888535082,0.15428840011882733,0.8690748810768127,0.5686575945702547,0.2726013689382359,0.8760886192321777,0.5636651833737887,0.14635868625498447,glove-twitter-200
A man is playing a guitar.,A man is eating a banana.,0.6000000238418579,56,0.12000000476837158,0.9999998211860657,1.0,0.7783884833913426,0.9429605007171631,0.47330980552227975,0.6362757413769601,0.9429605007171631,0.8593037196340473,0.04126947409476879,0.9069075584411621,0.5707152188317459,0.1486474598505917,0.8810742497444153,0.6061681043802314,0.22536738939689088,0.8846476674079895,0.5953938969484269,0.1302874731392996,glove-twitter-200
A man is jumping into water.,A man is cutting paper.,0.800000011920929,57,0.1600000023841858,0.9999998211860657,1.0,0.7783884833913426,0.928083598613739,0.43316010444536956,0.5358478781789089,0.928083598613739,0.8454287340641977,0.029629791193590285,0.8972216844558716,0.5644080752007437,0.12083144574025444,0.8846637010574341,0.6159736764506659,0.2149188882941248,0.8827613592147827,0.5989295006402079,0.11763364159558246,glove-twitter-200
A man is playing a guitar.,A guy is playing an instrument.,3.799999952316284,58,0.7599999904632568,0.6998012661933899,0.5113463925050873,0.5587054952274618,0.9583142399787903,0.5519519564236443,0.6147420509082518,0.9583141207695007,0.8803116221315679,0.04018985911809831,0.9337093830108643,0.6411744296824216,0.15009954889336008,0.911683976650238,0.6598432412548774,0.2508198545710065,0.9155392646789551,0.6567763883162149,0.135069863279022,glove-twitter-200
A young man is playing the piano.,A woman is peeling a prawn.,0.0,59,0.0,0.5676277279853821,0.43005129484323334,0.46344719604607915,0.8709545135498047,0.24324225077035966,0.41015634671679513,0.8709545135498047,0.7627171279940145,0.0356372772199907,0.8277261257171631,0.4005261669351622,0.13565301996455148,0.7904866337776184,0.423488687417771,0.23537965870357386,0.7987744212150574,0.43469649353529916,0.13044644384435702,glove-twitter-200
A woman is mixing ingrediants.,A woman is mixing food in a bowl.,3.5,60,0.7000000000000001,1.0000001192092896,1.0,0.7112755250540708,0.9658859968185425,0.6152519333868007,0.5233635807351504,0.9658859968185425,0.7421134856965224,0.03188555716002377,0.9412145614624023,0.5380735265716412,0.13652014627306158,0.9153979420661926,0.6572122597674728,0.27427124549098375,0.9228128790855408,0.6159608483394907,0.14491658383835207,glove-twitter-200
Someone is shredding cabbage leaves with a knife.,Someone is chopping some cabbage leaves.,4.5,61,0.9,0.9999999403953552,1.0,0.9349192192110689,0.950924813747406,0.5899281828593081,0.3372154051973727,0.9509248733520508,0.8466456493189175,0.03663994132866014,0.9207044839859009,0.5757717873954673,0.1582500008769045,0.8915563821792603,0.5877691303860153,0.36177310796070133,0.9009411334991455,0.5756422116736097,0.19335708173604035,glove-twitter-200
A slow lori walks around.,A animal is walking around.,2.799999952316284,62,0.5599999904632569,0.20494134724140167,0.22905533630200936,0.25710518114494124,0.9074588418006897,0.35903105917665823,0.4088127357424055,0.907459020614624,0.8532366487887766,0.019289404723690458,0.9361756443977356,0.6853871184144001,0.09794291163042444,0.9557287096977234,0.7638973313042403,0.22604270712042868,0.9491686224937439,0.7425667242757363,0.12282101873529674,glove-twitter-200
A little boy is vacuuming the floor.,A boy is vacuuming.,3.799999952316284,63,0.7599999904632568,0.6675218939781189,0.4969682612512827,0.5167070188458871,0.967735230922699,0.6345405227780074,0.46942956833853156,0.9677352905273438,0.8003796764898107,0.02502444922188507,0.9553159475326538,0.6430606454570862,0.1202885096644316,0.9397919774055481,0.7140208824834512,0.2953810751002974,0.9439082145690918,0.7066533458726806,0.13500979282172434,glove-twitter-200
A woman is applying eye liner to her eyelid using an eye pencil.,A woman is applying cosmetics to her eyelid.,3.799999952316284,64,0.7599999904632568,1.0000001192092896,1.0,0.7112755250540708,0.9601138234138489,0.6255475966858479,0.3667792679731521,0.9601138234138489,0.6971140028369079,0.08708943995133994,0.9330554008483887,0.48227590629033323,0.30175843359499266,0.8944079279899597,0.5317172382664531,0.5684609837886956,0.9150522351264954,0.5211015105175998,0.35784321137487596,glove-twitter-200
A man is making a bed.,A woman is playing a guitar.,0.0,65,0.0,0.6613607406616211,0.47900329020713395,0.5398933467102289,0.9517161846160889,0.49983936871906587,0.6774005899290872,0.9517162442207336,0.8663906411002115,0.04333128610217025,0.9274191856384277,0.620191711337422,0.15458135636345288,0.9046241044998169,0.6525060915451705,0.21847220459390798,0.9092018604278564,0.6455498203557897,0.13015475754421688,glove-twitter-200
