sentence1,sentence2,label,idx,label_ok,CosCls,EucCls,IcmCls,CosAvg,EucAvg,IcmAvg,CosSum,EucSum,IcmSum,CosF_ind,EucF_ind,IcmF_ind,CosF_joint,EucF_joint,IcmF_joint,CosF_inf,EucF_inf,IcmF_inf,model
A woman is playing an electric guitar.,A woman is playing a guitar.,3.5999999046325684,41,0.6888888676961262,1.0,1.0,0.3212026086663813,0.8828222751617432,0.598692967942654,0.299888109713681,0.8828222155570984,0.44277935634406396,0.3118619761121868,0.8730793595314026,0.3954851663009009,0.4255744525388013,0.8676021099090576,0.4162578399180854,0.5654021836022469,0.8695096969604492,0.40627813914600663,0.497258666192752,word2vec-google-news-300
A baby tiger is playing with a ball.,A baby is playing with a doll.,1.600000023841858,42,0.24444444974263507,0.05722462385892868,0.1292848701982201,0.047361797312295124,0.7807096838951111,0.45124217673278466,0.20349216672964093,0.7807096242904663,0.18781458514775395,0.345036029194449,0.7617630958557129,0.13705852016172482,0.3908066166820268,0.7479158043861389,0.18501653338812807,0.43973118455754195,0.7541860938072205,0.16588389694256156,0.42196951261175114,word2vec-google-news-300
A person is slicing a tomato.,A person is slicing some meat.,1.75,43,0.27777777777777773,1.0,1.0,0.3212026086663813,0.8223105669021606,0.4872199724673981,0.257765892906152,0.8223106265068054,0.4436856770211224,0.21428482678552258,0.8003998398780823,0.3520312992942345,0.26541747422679984,0.7879565954208374,0.35721478384474603,0.3257281267323156,0.7906167507171631,0.35893112297326546,0.28795387230580244,word2vec-google-news-300
A person cuts an onion.,A person is cutting an onion.,5.0,44,1.0,0.07871929556131363,0.2112783710462759,0.05469166901252043,0.8793147802352905,0.5849244131354874,0.31359348189190567,0.8793148994445801,0.5569911325881085,0.2446982927714979,0.8929929733276367,0.518074264276437,0.40012469168622705,0.8997361660003662,0.5296697193021229,0.6002787126181279,0.8975856304168701,0.5265990454587492,0.50851391512866,word2vec-google-news-300
A man is playing the piano.,A woman is playing the violin.,1.0,45,0.1111111111111111,1.0,1.0,0.3212026086663813,0.9084129929542542,0.7076432366250498,0.2113507155124374,0.9084129929542542,0.6268651872091374,0.2702283599526591,0.9046977758407593,0.5842148608846996,0.3239870627600148,0.9018000364303589,0.5939965661911717,0.3921308365867246,0.903269350528717,0.5929298592116767,0.3552399378121635,word2vec-google-news-300
A woman is playing the flute.,A man is playing the guitar.,1.0,46,0.1111111111111111,1.0,1.0,0.3212026086663813,0.8397383689880371,0.5843110607782941,0.16217201720301272,0.8397382497787476,0.4694563950627212,0.23673920880233573,0.8237658739089966,0.3972630504382424,0.2813750866941081,0.8132836818695068,0.4056445593268576,0.3393292391594395,0.8178218007087708,0.40713105043350484,0.3092221954074483,word2vec-google-news-300
A man is cutting up a potato.,A man is cutting up carrots.,2.375,47,0.4166666666666667,1.0,1.0,0.3212026086663813,0.8684743642807007,0.6409731154304429,0.1603618539842217,0.8684743642807007,0.5417742111950576,0.23550656570275152,0.8528950810432434,0.4374408852524325,0.33237908564800683,0.8441104888916016,0.4259027980922502,0.4514468354510554,0.8469994068145752,0.4316061389411171,0.3945892722728393,word2vec-google-news-300
A kid is playing guitar.,A boy is playing a guitar.,3.799999952316284,48,0.7333333227369521,1.0,1.0,0.3212026086663813,0.932888388633728,0.6666005529271777,0.6153146574564508,0.932888388633728,0.6853834210726765,0.30007093848198935,0.9412006139755249,0.6924413910574028,0.36969000404371805,0.9457159042358398,0.7197663527808835,0.45030779280039673,0.9444855451583862,0.7160936766073942,0.39388917106109206,word2vec-google-news-300
A boy is playing guitar.,A man is playing a guitar.,3.200000047683716,49,0.6000000105963812,1.0,1.0,0.3212026086663813,0.9447610378265381,0.7288365316457263,0.5186400816207992,0.9447610378265381,0.7489288189925787,0.257938251381329,0.9511434435844421,0.7351870911051486,0.34511434735894725,0.9545578956604004,0.7514101019697959,0.4499858729796364,0.953822135925293,0.7504447912433935,0.38170157579992453,word2vec-google-news-300
A man is playing guitar.,A boy is playing a guitar.,3.200000047683716,50,0.6000000105963812,1.0,1.0,0.3212026086663813,0.9447610378265381,0.7288365316457263,0.5186400816207992,0.9447610378265381,0.7489288189925787,0.257938251381329,0.9511434435844421,0.7351870911051486,0.34511434735894725,0.9545578956604004,0.7514101019697959,0.4499858729796364,0.953822135925293,0.7504447912433935,0.38170157579992453,word2vec-google-news-300
A little boy is playing a keyboard.,A boy is playing key board.,4.400000095367432,51,0.8666666878594291,0.04867762699723244,0.2579412866896519,0.037038858228699456,0.7022653818130493,0.3496456298602024,0.11376440585060565,0.702265202999115,0.16995303799522454,0.20377517968210546,0.653314471244812,0.05767363340623777,0.21772078646287124,0.6211020946502686,0.06595846493119639,0.23345025072018893,0.6316406726837158,0.06675019208231159,0.22470343028276568,word2vec-google-news-300
A man is playing a guitar.,A man is playing an electric guitar.,3.75,52,0.7222222222222221,1.0,1.0,0.3212026086663813,0.8842268586158752,0.598273704204904,0.30884189847424753,0.8842268586158752,0.44277935634406396,0.3177153948765253,0.8696938157081604,0.40078468504417175,0.38990817878299616,0.8618730306625366,0.42518064440929115,0.48416314202557237,0.8635145425796509,0.4159664673049126,0.42325213393429845,word2vec-google-news-300
A dog licks a baby.,A dog is licking a baby.,4.75,53,0.9444444444444444,0.00487909559160471,0.17052889428399398,0.017352745011911877,0.8174980282783508,0.2139304810201934,0.8458637656412622,0.8174980878829956,0.38207601819497483,0.2664319003826238,0.8259097337722778,0.3597088147386196,0.32519174855631633,0.8309429883956909,0.4037678186713727,0.3869108612553111,0.8307129144668579,0.3950108919800287,0.3483276724989361,word2vec-google-news-300
A woman is slicing an onion.,A man is cutting and onion.,3.200000047683716,54,0.6000000105963812,1.0,1.0,0.3212026086663813,0.8439751863479614,0.5375658969455346,0.2846566239733728,0.843975305557251,0.45174920856783274,0.22893419486645272,0.8500010967254639,0.39971091449258644,0.3581186089178225,0.8536683320999146,0.4185071647434838,0.5197464351304022,0.8516965508460999,0.41084021394829795,0.4420031780555968,word2vec-google-news-300
A man is playing the guitar.,A man is playing the drums.,1.555999994277954,55,0.2346666653951009,1.0,1.0,0.3212026086663813,0.8922877311706543,0.6865658249277702,0.17011234073642695,0.8922877311706543,0.5999640975781236,0.24214628005359645,0.8643726110458374,0.496530425905652,0.2871766883851447,0.8465025424957275,0.47862783532451414,0.3480205924040692,0.8531241416931152,0.4883935874569598,0.31447727403027287,word2vec-google-news-300
A woman is slicing a pepper.,A woman is cutting a red pepper.,3.937999963760376,56,0.7639999919467502,1.0,1.0,0.3212026086663813,0.8716715574264526,0.5604299955966463,0.3687958575315638,0.8716716766357422,0.5003003465440184,0.27477110660055903,0.8731186985969543,0.4448696515857763,0.4133399839995336,0.874108076095581,0.45868392832002536,0.5809907860433852,0.873583197593689,0.456565955692365,0.49690637167273816,word2vec-google-news-300
A man is playing the drums.,A man plays the drum.,5.0,57,1.0,0.2190430909395218,0.3480342199719896,0.10950635096590323,0.7813450694084167,0.4853023905156155,0.134668616969919,0.7813450694084167,0.42023088989277346,0.14722451946716286,0.7762543559074402,0.3521457004184162,0.19343593032380724,0.772429347038269,0.3636378001754069,0.25246589481180354,0.7740140557289124,0.364256680010274,0.22279986181976724,word2vec-google-news-300
A woman rides a horse.,A woman is riding a horse.,5.0,58,1.0,0.0985056459903717,0.2422417955660845,0.06270986865749072,0.8888682126998901,0.4187501088399562,0.8116524600657922,0.8888681530952454,0.576711564160968,0.25524952221723013,0.8943315148353577,0.5725027457936487,0.29260369180075346,0.8970624804496765,0.6134746741595343,0.31684951473822737,0.8965769410133362,0.607040993641921,0.28916912010628976,word2vec-google-news-300
A man is eating a banana by a tree.,A man is eating a banana.,4.0,59,0.7777777777777777,1.0,1.0,0.3212026086663813,0.902280330657959,0.6451927142857538,0.32311812588426964,0.9022804498672485,0.4617839973568071,0.3270481457257328,0.874399721622467,0.4275516680743917,0.37140914478229575,0.8555734157562256,0.44878867198767736,0.4209230396831582,0.8608629107475281,0.43949362954596527,0.38709684295865915,word2vec-google-news-300
A cat is playing a key board.,A man is playing two keyboards.,1.600000023841858,60,0.24444444974263507,1.0,1.0,0.3212026086663813,0.6236910223960876,0.32601138552589226,0.004522842191931997,0.6236910223960876,0.13978866419402314,0.12938511478051812,0.5922818779945374,0.0,0.15696029009129636,0.5720052123069763,0.0,0.1894923608068539,0.5780180096626282,1.1102230246251565e-16,0.17698323021986878,word2vec-google-news-300
A man chops down a tree with an axe.,A man cut a tree with an axe.,4.75,61,0.9444444444444444,0.23510271310806274,0.20163443010365656,0.17479280858592378,0.8369115591049194,0.591668269719307,0.1350022256416728,0.8369116187095642,0.3921153227387718,0.28906864002215954,0.8533902764320374,0.38631371617611765,0.3853243017817856,0.8629369139671326,0.4380325683822992,0.49702141551642515,0.8595577478408813,0.4120353310108399,0.4552391300030731,word2vec-google-news-300
A kid plays with a toy phone.,A little boy plays with a toy phone.,3.5,62,0.6666666666666665,0.13097944855690002,0.19039347991211197,0.09914917286791596,0.9265364408493042,0.7099047262598819,0.3173555005470023,0.9265364408493042,0.5911297179990356,0.4380807860421164,0.9447704553604126,0.6525422523151995,0.5220847712450707,0.9542297720909119,0.7139188680488785,0.6264150771932888,0.9517999887466431,0.6946510681663802,0.5717758011138117,word2vec-google-news-300
A man is riding a motorcycle.,A man is riding a horse.,1.399999976158142,63,0.19999999470180935,1.0,1.0,0.3212026086663813,0.8297166228294373,0.43952418264887294,0.4491697463262658,0.8297166228294373,0.4535294580652407,0.2276617089249291,0.8088018298149109,0.40014910546520976,0.23006616864737428,0.7968642711639404,0.4330644307431989,0.22414562507108265,0.7980137467384338,0.4311974986059419,0.20340487043808048,word2vec-google-news-300
A man is riding a motorcycle.,A man is riding a horse.,1.399999976158142,64,0.19999999470180935,1.0,1.0,0.3212026086663813,0.8297166228294373,0.43952418264887294,0.4491697463262658,0.8297166228294373,0.4535294580652407,0.2276617089249291,0.8088018298149109,0.40014910546520976,0.23006616864737428,0.7968642711639404,0.4330644307431989,0.22414562507108265,0.7980137467384338,0.4311974986059419,0.20340487043808048,word2vec-google-news-300
A squirrel is spinning around in circles.,A squirrel runs around in circles.,4.0,65,0.7777777777777777,0.1404867172241211,0.33553132143774167,0.07330589481972788,0.8512042164802551,0.6103855740103942,0.15341190298254986,0.8512042164802551,0.4138430507510379,0.30411233627159795,0.8663442134857178,0.45272951548870555,0.3639687534958976,0.8750866651535034,0.5167740784928637,0.42888800797722276,0.8705748319625854,0.47855460198536426,0.4289849418775749,word2vec-google-news-300
